artist,album,track,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
HRVY,Good Vibes,Good Vibes,53kWAAfx7IopXRa31MQHB8,0.558,0.877,10,-3.392,0.145,0.274,0,0.162,0.762,99.988,170280,4,Happy
Ella Henderson,Glorious,Friends,18RdChpgvaAO7GXDjLks2B,0.747,0.537,10,-5.76,0.0413,0.198,1.26e-05,0.18,0.453,97.056,178299,4,Happy
John De Sohn,Love You Better,Love You Better,4UuGBDjt8gLXsANZqZxMBz,0.733,0.786,11,-7.494,0.0422,0.0931,0.0013,0.1,0.786,102.999,170893,4,Happy
Kygo,Love Me Now (feat. Zoe Wees),Love Me Now (feat. Zoe Wees),1c1sdxrYLIiuJOlE7PPttb,0.662,0.489,5,-7.067,0.0525,0.163,0,0.172,0.506,102.04,195881,4,Happy
Sigala,You for Me,You for Me,73QyyUMMvtNELmULI4FOsp,0.733,0.886,2,-1.856,0.0426,0.0481,1.81e-06,0.191,0.696,126.031,175435,4,Happy
Sam Feldt,Pick Me Up,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,0.688,0.662,6,-5.57,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,174100,4,Happy
Jason Derulo,Lifestyle (feat. Adam Levine),Lifestyle (feat. Adam Levine),0osvOdeD3YXZiWkT8MKolJ,0.749,0.674,10,-5.128,0.0366,0.0209,0,0.169,0.711,123.055,153865,4,Happy
AJ Mitchell,Slow Dance (feat. Ava Max) [Sam Feldt Remix],Slow Dance (feat. Ava Max) - Sam Feldt Remix,2wenGTypSYHXl1sN1pNC7X,0.732,0.85,1,-5.999,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,193548,4,Happy
Jubël,Dancing in the Moonlight (feat. NEIMY),Dancing in the Moonlight (feat. NEIMY),5ow0sNF1zSqp71Ix5jEXWU,0.659,0.617,11,-5.862,0.0649,0.27,0,0.187,0.187,119.858,164010,4,Happy
Hot Shade,Dive,Dive,0Npijoc6ZcUe1devUugKvI,0.654,0.787,4,-4.999,0.0502,0.00515,0,0.144,0.409,123.978,164490,4,Happy
Samantha Harvey,Get To Know You,Get To Know You,3oiLlbBynuErymca4Dwp5H,0.761,0.695,5,-4.048,0.0886,0.0783,0,0.14,0.69,118.004,201667,4,Happy
P!nk,Cover Me In Sunshine,Cover Me In Sunshine,6Tio0ZoDeSQnI7EBAqWer2,0.476,0.594,5,-6.879,0.135,0.0599,0,0.0785,0.314,159.702,141050,4,Happy
Jonas Brothers,Remember This,Remember This,6nACZEZIt1CIBmF09r5Pb5,0.669,0.629,1,-5.018,0.0803,0.217,0,0.366,0.294,110.865,178222,4,Happy
NOTD,I Don't Know Why,I Don't Know Why,0ZXdzaT1k688dkpNeEgQiV,0.499,0.898,8,-4.181,0.124,0.124,7.2e-06,0.0832,0.618,120.04,207668,4,Happy
Harry Styles,Watermelon Sugar,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,-4.209,0.0465,0.122,0,0.335,0.557,95.39,174000,4,Happy
Becky Hill,Remember,Remember,4laAKIq9ZxBCwf99rauPYb,0.612,0.862,8,-2.903,0.037,0.041,0,0.0907,0.354,123.849,160766,4,Happy
Cheat Codes,Never Love You Again (with Little Big Town & Bryn Christopher),Never Love You Again (with Little Big Town & Bryn Christopher),676tQQmFrilCR8L7kxRcGd,0.645,0.786,1,-5.337,0.0554,0.0343,3.57e-06,0.139,0.597,124.962,191329,4,Happy
Justin Bieber,Holy,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,0.36,0.196,0,0.0898,0.372,86.919,212093,4,Happy
Cash Cash,I Found You,I Found You,3wYOGJYD31sLRmBgCvWxa4,0.646,0.761,1,-2.557,0.0385,0.0714,0,0.222,0.472,129.916,167308,4,Happy
Shawn Mendes,Wonder,Wonder,5KCbr5ndeby4y4ggthdiAb,0.333,0.637,1,-4.904,0.0581,0.131,1.8e-05,0.149,0.132,139.898,172693,4,Happy
Benjamin Ingrosso,Smile,Smile,3OUlwrGsM6xGuA66YVpeGT,0.592,0.749,6,-6.165,0.0295,0.000618,0.00122,0.166,0.799,127.038,192921,4,Happy
Jason Derulo,Take You Dancing,Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,2,-4.248,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,Happy
Declan J Donovan,Tangerine Skies,Tangerine Skies,2VvHa9p1kkTmaCMq0exODA,0.756,0.815,6,-5.122,0.046,0.0578,2e-05,0.387,0.927,120.002,192000,4,Happy
David Guetta,If You Really Love Me (How Will I Know),If You Really Love Me (How Will I Know),1V7bZ9gEIwFQpm8yGxRHNA,0.692,0.883,7,-4.698,0.0582,0.0512,0,0.228,0.614,122.984,184390,4,Happy
Sia,Together,Together,5id3Rqn7SPj1LX4FfY4nGz,0.521,0.877,7,-5.444,0.0683,0.0132,0.0806,0.0929,0.199,180.007,205208,4,Happy
Ella Henderson,Take Care of You,Take Care of You,7GajHE5z66qqmzTrKVFCab,0.66,0.667,11,-6.87,0.0474,0.141,5.26e-05,0.107,0.452,114.901,194235,4,Happy
Vance Joy,Missing Piece,Missing Piece,5YqdiryRmdAzYFlxo43hAJ,0.628,0.877,0,-4.205,0.046,0.0155,5.97e-06,0.113,0.721,101.992,217408,4,Happy
Martin Garrix,Drown (feat. Clinton Kane),Drown (feat. Clinton Kane),4RVtBlHFKj51Ipvpfv5ER4,0.573,0.739,9,-5.455,0.0581,0.212,0,0.175,0.363,120.077,174062,4,Happy
Justin Jesso,Bigger Than,Bigger Than,5X73AYzzEE5Di0JwcQKt9N,0.421,0.669,4,-4.724,0.127,0.151,0,0.635,0.326,175.788,208013,4,Happy
Jubël,Dumb,Dumb,4iEJ3AXbzJYSK59SkH3DMu,0.728,0.636,5,-5.824,0.0366,0.194,2.57e-05,0.515,0.433,124.023,192848,4,Happy
Dagny,Somebody,Somebody,6pU7kdmhRvhc8twYRl14bD,0.721,0.763,5,-4.748,0.0382,0.00178,0.000238,0.0945,0.436,117.981,194373,4,Happy
benny blanco,You (with Marshmello & Vance Joy),You (with Marshmello & Vance Joy),1GkHyypTFkUf0QQKwYoXH4,0.668,0.563,11,-6.433,0.0522,0.0493,0,0.119,0.305,103.116,169632,4,Happy
Coldplay,Higher Power,Higher Power,0939D7aT18uBDS2MTjWzct,0.507,0.828,10,-6.023,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295,4,Happy
Ava Max,Heaven & Hell,My Head & My Heart,1KixkQVDUHggZMU9dUobgm,0.614,0.934,9,-3.709,0.07,0.0697,0,0.121,0.436,116.001,174760,4,Happy
P!nk,All I Know So Far,All I Know So Far,4LmN3eU1R1vVEdKuDELpGk,0.578,0.639,4,-5.749,0.0374,0.0586,0,0.0944,0.296,108.045,277413,4,Happy
Jonas Brothers,What A Man Gotta Do,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,0.852,0.698,9,-7.206,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4,Happy
JP Cooper,Little Bit Of Love,Little Bit Of Love,0VrgIjDkmDwlgZk54Try2u,0.659,0.801,7,-4.234,0.0435,0.0636,0,0.341,0.334,105.991,195452,4,Happy
Gryffin,Best Is Yet To Come (with Kyle Reynolds),Best Is Yet To Come (with Kyle Reynolds),2gZwBmkSmsVfEPFWGuWTDk,0.569,0.85,4,-3.914,0.0369,0.0148,0,0.245,0.551,122.042,215201,4,Happy
Andy Grammer,Lease On Life,Lease On Life,763ynRN90zLEp9hrNNINjl,0.704,0.701,2,-5.44,0.0596,0.0593,0,0.126,0.606,88.016,168163,4,Happy
Jubël,Weekend Vibe,Weekend Vibe,5c0lWlmIyCq7hzBhpZasYL,0.688,0.742,5,-6.363,0.0496,0.00912,1.37e-06,0.186,0.74,110.026,166909,4,Happy
Whitney Houston,How Will I Know,How Will I Know,79wbJeLkXOlJh4AzaWCWfL,0.761,0.739,6,-3.591,0.0369,0.178,3.35e-06,0.23,0.656,118.997,213436,4,Happy
Sandro Cavazza,Lean On Me,Lean On Me,43Hit5V2BpPq2vxvca3ysc,0.799,0.419,6,-7.99,0.174,0.412,0,0.203,0.716,156.055,182497,4,Happy
R3HAB,Runaway (with Sigala and JP Cooper),Runaway (with Sigala and JP Cooper),6tS1Fm9z3UKuLSxrinY3pC,0.617,0.756,3,-5.811,0.104,0.213,0,0.152,0.432,121.828,168197,4,Happy
Zak Abel,Be Kind,Be Kind,5pE4OLVJh5rjaLERbUgBB2,0.929,0.67,8,-3.977,0.0488,0.068,0,0.318,0.938,120.935,181516,4,Happy
Katy Perry,Smile,Smile,3DXdjHnePKnh6oXw2ZgGSl,0.783,0.912,0,-3.713,0.243,0.0238,0,0.339,0.749,98.025,166898,4,Happy
Clean Bandit,Tick Tock (feat. 24kGoldn),Tick Tock (feat. 24kGoldn),27u7t9d7ZQoyjsCROHuZJ3,0.779,0.705,0,-3.895,0.0344,0.369,7.91e-06,0.124,0.946,101.022,178374,4,Happy
Surfaces,Wave of You,Wave of You,5Ne1q9Hv3l2NHBA3Agt8WT,0.695,0.656,1,-6.038,0.0489,0.057,0,0.267,0.346,90.986,213842,4,Happy
R3HAB,Be Okay (with HRVY),Be Okay (with HRVY),4ztw0mBC6VBiLV79yRHDQW,0.73,0.558,8,-6.535,0.0786,0.0179,0,0.128,0.618,100.066,141600,4,Happy
Joel Corry,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,0.734,0.874,8,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4,Happy
Ella Henderson,Risk It All,Risk It All,2ntTfXxuIi3jlePOKSz26N,0.706,0.914,5,-5.668,0.0615,0.19,0,0.0886,0.299,124.03,178065,4,Happy
Lennon Stella,Summer Feelings (feat. Charlie Puth),Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,49dFIRQCQxPWgoH0m38XQ5,0.696,0.686,5,-6.113,0.0309,0.262,0,0.174,0.7,115.982,160289,4,Happy
Years & Years,Starstruck,Starstruck,2WJVFqVQ3ivhAoAQWzEzeL,0.555,0.879,9,-2.484,0.0983,0.011,0,0.298,0.691,113.852,207755,4,Happy
Lady Gaga,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,9,-3.764,0.0397,0.021,0,0.323,0.646,123.056,182200,4,Happy
Sam Feldt,2 Hearts (feat. Gia Koka),2 Hearts (feat. Gia Koka),0EdgK7ASb4kfRkW8pVMN02,0.503,0.754,7,-3.634,0.0424,0.264,5.85e-05,0.297,0.597,116.524,186750,4,Happy
Keith Urban,One Too Many,One Too Many,5NUXE8W12lWcUXgJRCjeEw,0.697,0.535,4,-6.504,0.068,0.247,0,0.569,0.594,82.959,203893,4,Happy
Ava Max,Kings & Queens,Kings & Queens,76nqCfJOcFFWBJN32PAksn,0.638,0.688,1,-4.056,0.0407,0.00775,0,0.126,0.434,129.856,162399,4,Happy
Steve Aoki,My Way (Steve Aoki & Aloe Blacc),My Way (Steve Aoki & Aloe Blacc),0FJw1Pg9xXCxbcyQMI6GAe,0.585,0.82,10,-4.428,0.0774,0.11,0,0.134,0.396,169.895,197647,4,Happy
Andy Grammer,Best Of You (feat. Elle King),Best Of You (feat. Elle King),4bsqIuMHtvLCzpYAyV3044,0.653,0.623,9,-5.989,0.0938,0.0515,0,0.0869,0.48,175.884,185393,4,Happy
BTS,Dynamite,Dynamite,0v1x6rN6JHRapa03JElljE,0.746,0.765,6,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,199054,4,Happy
JP Cooper,Little Bit Of Love,Little Bit Of Love - Indian Summer Remix,4WEojtwHd0MUF3sPz5ITAj,0.708,0.758,7,-4.453,0.0367,0.0133,1.04e-05,0.418,0.272,101.017,205200,4,Happy
RAYE,Call On Me,Call On Me,1gX4wETtMGvOB7u1proVfj,0.582,0.889,0,-4.386,0.0491,0.021,0,0.687,0.438,121.977,194880,4,Happy
Jubël,Strawtown,Someone,68zNuCEl9UHTbcBltW2uDv,0.7,0.904,2,-4.03,0.0431,0.0531,8.03e-06,0.105,0.347,103.039,181102,4,Happy
Malia Civetz,Broke Boy,Broke Boy,3838GU9hh6VrvDi1f8jaU9,0.796,0.694,8,-3.979,0.234,0.164,0,0.0703,0.847,98.005,172569,4,Happy
Coldplay,My Universe,My Universe,3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,0.0402,0.00813,0,0.2,0.443,104.988,228000,4,Happy
Adam Levine,Good Mood (Original Song From Paw Patrol: The Movie),Good Mood - Original Song From Paw Patrol: The Movie,4uX1pkSuSidzJxT4eWL7x1,0.735,0.694,11,-5.258,0.0387,0.00088,0,0.0582,0.777,121.46,210643,4,Happy
Kygo,Freedom,Freedom,5Gj1wG8b12VQdEd3hUuSwo,0.715,0.635,7,-6.591,0.0791,0.127,0,0.0862,0.39,112.887,198635,4,Happy
Justin Bieber,Justice,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,0.119,0.321,0,0.42,0.464,90.03,198082,4,Happy
JP Cooper,Sing It With Me,Sing It With Me,60DwQiwwglVkTkTwDTTEId,0.54,0.793,5,-4.379,0.0493,0.0744,0,0.354,0.399,112.219,201199,4,Happy
Jason Derulo,Acapulco,Acapulco,3eJH2nAjvNXdmPfBkALiPZ,0.774,0.792,10,-4.021,0.0523,0.051,0,0.155,0.507,122.062,139672,4,Happy
Aloe Blacc,Hold On Tight,Hold On Tight,2xytFpmHqcz6UHp1sh0SoR,0.722,0.59,2,-7.512,0.0435,0.0264,0,0.0793,0.368,104.931,228120,4,Happy
Ella Henderson,Glorious,Glorious,7xPIlYAQvOubFllPkn8XSL,0.756,0.54,6,-5.456,0.125,0.155,0,0.0551,0.642,108.274,184800,4,Happy
Sam Feldt,Call On Me (feat. Georgia Ku),Call On Me (feat. Georgia Ku),3pBv3LfvfPft2TqHleqKHo,0.662,0.794,6,-4.239,0.0533,0.171,0,0.0883,0.641,104.951,192000,4,Happy
Galantis,Church,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],1mMvahhW2Oz9waG8UTQnI4,0.58,0.804,9,-4.618,0.0279,0.0304,0.00359,0.105,0.137,126.005,215388,4,Happy
Lil Nas X,MONTERO,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0.22,0.00614,0,0.0486,0.546,87.981,143901,4,Happy
Kygo,I'll Wait,I'll Wait,6Q3K9gVUZRMZqZKrXovbM2,0.611,0.651,1,-6.973,0.0589,0.144,1.7e-05,0.105,0.351,122.983,215361,4,Happy
Smith & Thell,Year of the Young,Year of the Young,6J7U49QGecWb3WqIqfSYc0,0.611,0.88,7,-6.571,0.0378,0.000817,1.01e-05,0.0598,0.771,144.996,164200,4,Happy
Justin Bieber,Justice (The Complete Edition),Hailey,23EquxExXkNmGCCY96P0Iu,0.462,0.745,0,-6.588,0.0699,0.0367,0,0.0795,0.254,100.042,193355,4,Happy
Jason Derulo,Love Not War (The Tampa Beat),Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,0.738,0.85,8,-3.049,0.0642,0.105,0,0.23,0.865,98.013,192921,4,Happy
Gryffin,Body Back (feat. Maia Wright),Body Back (feat. Maia Wright),1z1XegUChLLQfcbtIK8ABn,0.686,0.83,8,-4.437,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,214634,4,Happy
Drax Project,Over It,Over It,1I42QMyWviQKegiQRGim0S,0.747,0.829,11,-6.157,0.106,0.101,0,0.168,0.793,119.982,169700,4,Happy
NOTD,Keep You Mine,Keep You Mine,0OJN2A3Qyvd7pwSF0AIteC,0.81,0.788,10,-3.663,0.0447,0.267,0.000172,0.196,0.845,135.991,174761,4,Happy
Ed Sheeran,Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,0.64,0.648,5,-8.113,0.187,0.124,0,0.0802,0.548,92.977,197867,4,Happy
Various Artists,SCOOB! The Album,On Me (feat. Ava Max),7k6tAZp4m93oswrPqSfBbc,0.548,0.721,8,-4.466,0.0472,0.0119,0,0.216,0.594,177.918,164683,4,Happy
Jawsh 685,Sweet & Sour (feat. Lauv & Tyga),Sweet & Sour (feat. Lauv & Tyga),3ZWhRS2EJVL5B0IEzkcvZa,0.827,0.73,1,-5.324,0.0934,0.092,1.35e-05,0.258,0.679,95.003,163228,4,Happy
Tones And I,Never Seen the Rain,Never Seen the Rain,2grAr8pWMuLWn8ZYEE9wDV,0.491,0.461,6,-5.646,0.0424,0.44,0,0.232,0.32,87.808,200756,4,Happy
Kygo,Higher Love,Higher Love,6oJ6le65B3SEqPwMRNXWjY,0.693,0.678,8,-7.159,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,4,Happy
Various Artists,The Greatest Showman: Reimagined,Rewrite The Stars (with James Arthur & Anne-Marie),78nplE9X2ZGvQh3TKgvldE,0.67,0.743,10,-4.993,0.0393,0.237,0,0.465,0.571,125.944,218293,4,Happy
Tom Gregory,Fingertips,Fingertips,0jh5NRR4gX9tsFMLFDhEmX,0.718,0.693,1,-5.375,0.0252,0.07,0,0.132,0.691,88.026,165430,4,Happy
Ava Max,Who's Laughing Now,Who's Laughing Now,73h4oe03sZy8bXfQLfnqMv,0.648,0.641,7,-5.521,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,Happy
AJR,The Click,The Good Part,50kmOL6NMU98y6eJTlSicJ,0.291,0.443,5,-5.376,0.0369,0.0922,2.82e-05,0.382,0.532,185.934,227267,4,Happy
Bill Withers,Discover Bill Withers,Lovely Day,6Pi1WqBTTSjtl6BWHQSccH,0.702,0.658,9,-7.835,0.0332,0.179,0.000636,0.1,0.736,97.851,251467,4,Happy
Yola,Walk Through Fire (Deluxe Edition),I Don't Wanna Lie,6CgsttSWDA2sISZQp1upXK,0.562,0.821,5,-5.082,0.0277,0.3,0.0,0.519,0.893,105.512,181535,4,Happy
Jackie Wilson,The Ultimate Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,4TBBPZks71c60whhq0PgdP,0.631,0.69,2,-6.676,0.0531,0.176,0.0,0.121,0.938,94.574,181067,4,Happy
Natalie Cole,Natalie Cole Anthology,This Will Be (An Everlasting Love) - 2003 Remaster,241RmK77gecJ1y7jOoQ5lu,0.682,0.605,8,-10.771,0.0403,0.185,0.00326,0.0469,0.914,125.96,171360,4,Happy
Stevie Wonder,Number 1's,"Signed, Sealed, Delivered (I'm Yours)",2jg4Yc8071puvDRYi22B3a,0.646,0.784,5,-6.137,0.0334,0.00495,0.0,0.061,0.819,108.84,158040,4,Happy
Johnny Nash,I Can See Clearly Now,I Can See Clearly Now - Edit,0DcrhZ12WcCqruCs8ibXSf,0.681,0.373,2,-13.2,0.0568,0.633,0.00113,0.0751,0.623,123.423,164733,4,Happy
Lady Wray,Come On In,Come On In,0rN1OjmFyAPQmLOloqUBMs,0.653,0.445,5,-8.749,0.0248,0.165,0.0167,0.128,0.688,80.725,218966,4,Happy
Monophonics,Last One Standing,Last One Standing,22n3sLGqLcaYKiVniC1ZOT,0.588,0.576,6,-6.945,0.0367,0.217,0.0354,0.172,0.661,129.157,436840,4,Happy
Jr. Walker & The All Stars,20th Century Masters: The Millennium Collection: Best of Jr. Walker & The All Stars,How Sweet It Is (To Be Loved By You),16ZNz0wXDJERo4zquNPw7x,0.575,0.731,1,-7.876,0.168,0.0114,3.97e-06,0.351,0.694,125.44,179640,4,Happy
The War and Treaty,Healing Tide,Are You Ready to Love Me?,7gyDV6Y7GmHqQS4KnzI5Zk,0.533,0.776,8,-7.092,0.0847,0.151,8.65e-05,0.13,0.697,90.061,214187,4,Happy
Stevie Wonder,For Once In My Life,For Once In My Life,4kP69y3GKHi9tXckfgp4bK,0.524,0.519,6,-11.903,0.043,0.195,0.0,0.523,0.847,110.121,169800,4,Happy
Gladys Knight & The Pips,Imagination (Expanded Edition),Midnight Train to Georgia,7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,10,-12.058,0.0454,0.271,2.81e-05,0.1,0.448,92.006,279333,4,Happy
Swamp Dogg,Sorry You Couldn't Make It,"Good, Better, Best",0iBnSo8vrCJtPCDb4xuDj4,0.84,0.405,10,-11.714,0.16,0.336,0.0347,0.111,0.814,90.036,170040,4,Happy
Various Artists,Motown 1960s Volume 1,"I Can't Help Myself (Sugar Pie, Honey Bunch)",6fuvYxKEvU4inG8eTB2nYi,0.692,0.633,0,-7.733,0.0291,0.197,0.0,0.0929,0.965,126.812,166467,4,Happy
Lady Wray,Queen Alone,In Love (Don't Mess Things Up),3jrPIWpTMWlh4qIiDAhfPS,0.758,0.364,9,-7.491,0.0549,0.623,5.87e-06,0.138,0.533,95.619,137320,4,Happy
Aretha Franklin,Lady Soul (With Bonus Selections),(You Make Me Feel Like) A Natural Woman,5K09WxKdlkroDyEVyOSySy,0.603,0.271,5,-10.083,0.0284,0.679,0.0,0.141,0.405,110.89,165333,3,Happy
Jon Batiste,WE ARE,FREEDOM,2QOB5UiRKggr2j9uMD3GYK,0.873,0.651,1,-4.179,0.0374,0.0251,0.000107,0.213,0.828,115.002,178290,4,Happy
Kool & The Gang,Perfect Union,Hold On,3GrTxDPEBPyofDy06rO9mj,0.793,0.601,4,-8.179,0.0317,0.0312,0.00351,0.105,0.703,103.003,215404,4,Happy
The Supremes,Favorites,You Can't Hurry Love,69Qa7czzqraPWZgxpQN405,0.617,0.81,10,-6.513,0.0798,0.762,0.0,0.134,0.65,97.389,165080,4,Happy
Sam Cooke,Sam Cooke (Remastered),You Send Me - Remastered,2QW3aWIzjEDdHFPZFvOlXX,0.565,0.286,4,-10.871,0.0289,0.883,0.0,0.178,0.487,95.964,163267,4,Happy
Al Green,Al Green Explores Your Mind,Take Me to the River,62r1CS9zL1FL5Ilb7hLX7n,0.786,0.418,9,-11.115,0.0432,0.218,0.000158,0.134,0.94,119.101,225373,4,Happy
Yola,Stand For Myself,Diamond Studded Shoes,5SfM1f729pv1DdiEcyDiex,0.522,0.817,0,-6.17,0.0512,0.329,1.6e-06,0.0807,0.562,151.106,204693,4,Happy
Marvin Gaye,The Very Best Of Marvin Gaye,Ain't No Mountain High Enough - Stereo Version,28wGX1hoLCRbBZbEqITvE3,0.677,0.693,11,-7.561,0.0343,0.437,0.0,0.405,0.755,130.013,146160,4,Happy
Durand Jones & The Indications,Private Space,Ride or Die,6KNV6L3b7beomEUnzWgw0X,0.607,0.629,2,-10.509,0.0406,0.375,0.0806,0.0844,0.688,101.974,254722,4,Happy
Sharon Jones & The Dap-Kings,Naturally,How Long Do I Have to Wait for You?,113bLFbp3F9MVN0w2KJ1ma,0.674,0.909,10,-3.369,0.0464,0.469,0.0131,0.105,0.969,103.942,243760,4,Happy
Jackie Wilson,I Get The Sweetest Feeling,I Get The Sweetest Feeling,7F1eoVZd2ySSJ70iP3PN1m,0.684,0.482,5,-9.234,0.0371,0.778,0.000351,0.148,0.749,123.532,178373,4,Happy
Dinah Washington,The Two Of Us,Baby (You've Got What It Takes),2m3qhWMiEjqgkfslIRf4pg,0.673,0.598,3,-9.232,0.0687,0.85,0.00147,0.652,0.802,133.383,165760,4,Happy
Stevie Wonder,Songs In The Key Of Life,Sir Duke,4RQgqR09VmHn345vRhKQ6T,0.576,0.579,6,-9.628,0.0769,0.16,0.0,0.0777,0.947,106.978,234093,4,Happy
Sam Cooke,Twistin' the Night Away,Twistin' the Night Away,7FS541dJh3iQAEXEZoDhE6,0.458,0.801,9,-7.83,0.0565,0.691,0.0,0.328,0.93,160.547,159853,4,Happy
Aretha Franklin,Aretha Now,I Say a Little Prayer,3NfxSdJnVdon1axzloJgba,0.592,0.355,9,-14.051,0.0352,0.478,0.0,0.0585,0.499,133.032,216773,4,Happy
The Bamboos,Hard Up,Hard Up,2rs00HEFJT0yg1NC64JWpS,0.782,0.922,11,-4.028,0.0497,0.00655,0.0118,0.0728,0.761,104.015,255228,4,Happy
Four Tops,Essential Collection: Four Tops,Reach Out I'll Be There - Single Version / Mono,0PpamSdfQzIAvj5OB9Bz54,0.62,0.763,3,-4.908,0.0311,0.0615,0.0,0.289,0.718,119.534,182467,4,Happy
The Spinners,The Best Of The Spinners,It's A Shame,6cpNEgirhi0QmLDA2cVSHO,0.411,0.788,8,-10.197,0.109,0.0952,0.0,0.175,0.612,198.435,191960,4,Happy
Martha Reeves & The Vandellas,The Definitive Collection,Dancing In The Street - Stereo,5wJcMwXuy1x6EatowWOxha,0.601,0.828,11,-5.268,0.0453,0.108,2.35e-06,0.106,0.618,125.945,159000,4,Happy
Various Artists,Motown 1970s Vol. 1,Easy,3Qe0dJkQXx7jJWXRxuVqJ0,0.577,0.481,10,-10.581,0.03,0.204,0.00229,0.317,0.311,132.159,258707,4,Happy
Various Artists,Golden Moments,Rescue Me,5Gird0FlC1rfCDujzz0C4N,0.677,0.546,7,-9.7,0.0321,0.666,1.47e-05,0.113,0.956,122.732,172640,4,Happy
Sam Cooke,The Man Who Invented Soul,(What A) Wonderful World,2g2GkH3vZHk4lWzBjgQ6nY,0.691,0.507,11,-10.23,0.0343,0.627,0.0,0.457,0.885,128.518,125440,4,Happy
The O'Jays,Back Stabbers,Love Train,28285KFbyCq8sJofn58qlD,0.743,0.572,0,-9.627,0.0493,0.186,1.44e-05,0.163,0.675,122.658,178400,4,Happy
