artist,album,track,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
UNSECRET,Revolution,Revolution,46Sn7gBhrazysOQulddM07,0.467,0.759,8,-7.527,0.0417,0.493,0.0723,0.125,0.524,169.91,277615,4,Angry
AViVA,BLACKOUT,BLACKOUT,7LEMezp5TN5VKdnRLIdxEt,0.598,0.468,9,-6.25,0.195,0.027,0.0243,0.109,0.797,179.91,197589,4,Angry
AViVA,CEMETERY,CEMETERY,4elEowCFkEBLejkgJOGcba,0.674,0.557,9,-7.981,0.0594,0.203,0.00013,0.389,0.405,145.024,185720,4,Angry
AViVA,PSYCHO,PSYCHO,5ndQfV7CYyOp6l6xW3BJQe,0.631,0.558,7,-5.767,0.0406,0.0369,0.00197,0.349,0.321,140.005,214355,4,Angry
Pomplamoose,Hey It's Pomplamoose,Bust Your Knee Caps - Johnny Don't Leave Me,1uRKeDUiD4fDUEAjXbmYr6,0.408,0.563,9,-5.97,0.0374,0.0473,0.0,0.0781,0.558,118.543,185316,3,Angry
Twenty One Pilots,Heathens,Heathens,6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,4,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4,Angry
AViVA,RULES,RULES,0uqRWZUk6LQNPSTKt34mOt,0.779,0.665,8,-5.911,0.0489,0.142,0.000301,0.0752,0.574,119.979,206391,4,Angry
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,8,-8.922,0.372,0.283,0.143,0.177,0.569,185.044,168840,4,Angry
Charlotte Lawrence,Joke's On You,Joke's On You,2D0FX6WiP1GKGL3yCdXxs7,0.476,0.652,2,-4.546,0.104,0.23,0.0,0.136,0.47,190.118,184659,3,Angry
Set It Off,Duality,Wolf in Sheep's Clothing,55Fpeuuc2sbQiy74eA1gTt,0.445,0.907,11,-3.894,0.0773,0.00161,0.0,0.403,0.71,165.069,187880,4,Angry
Russ,There's Really A Wolf,Pull The Trigger,57evRskKe47TvzG96SLLTM,0.623,0.651,4,-6.988,0.345,0.305,0.0,0.101,0.296,82.078,156560,4,Angry
grandson,Blood // Water,Blood // Water,0AUyNF6iFxMNQsNx2nhtrw,0.51,0.882,8,-5.659,0.159,0.00158,0.00206,0.0764,0.653,154.029,216721,4,Angry
Bohnes,Middle Finger - Single,Middle Finger,0IK8y0vAO0sM630HsxwLht,0.685,0.656,1,-6.013,0.0383,0.437,0.0,0.347,0.392,128.003,229986,4,Angry
Lindsey Stirling,Shatter Me,Shatter Me Featuring Lzzy Hale,2K7j4xrQENCi5r3Hii4cVe,0.483,0.947,9,-3.018,0.0594,0.000742,0.0,0.14,0.347,144.948,280800,4,Angry
Sub Urban,Cradles,Cradles,1y4jsQt7MjnZhiD1L6qFBC,0.534,0.589,1,-1.865,0.325,0.256,6.02e-05,0.176,0.632,78.616,209829,4,Angry
Bebe Rexha,I'm Gonna Show You Crazy,I'm Gonna Show You Crazy,5LtNBCM2ve0SxP0dlRVvMu,0.474,0.537,2,-6.77,0.0649,0.0758,0.0,0.316,0.335,90.103,207775,4,Angry
AViVA,Rabbit Hole,Rabbit Hole,55gz8MakFlHbhOAne0Aeai,0.418,0.688,7,-5.637,0.102,0.0422,8.98e-06,0.425,0.535,170.178,228559,4,Angry
Halsey,BADLANDS (Deluxe),Castle,16w8ZGVSjI4TlTLV8VimBY,0.626,0.571,7,-7.461,0.0327,0.25,0.0,0.0946,0.164,129.959,277623,4,Angry
AViVA,Hushh,HUSHH,6Jb7UPWUXDOrgdI0XnBSp5,0.758,0.721,8,-6.291,0.0582,0.103,0.000354,0.381,0.728,116.908,180197,4,Angry
Faouzia,Born Without a Heart,Born Without a Heart,6i5jBmnB22alUpJ7hpznuj,0.699,0.613,1,-5.827,0.0328,0.0307,0.0,0.175,0.54,122.934,198896,4,Angry
Weathers,Happy Pills,Happy Pills,3zjjzKg16tczCMwckGKGuH,0.521,0.885,4,-4.934,0.125,0.00327,0.00904,0.324,0.344,115.985,203080,4,Angry
Billie Eilish,dont smile at me,hostage,1WsEgieHsWWndAzLkmV105,0.427,0.123,9,-15.228,0.0497,0.868,3.12e-05,0.0732,0.0394,129.565,229426,5,Angry
Fall Out Boy,American Beauty/American Psycho,Centuries,04aAxqtGp5pv12UXAg4pkq,0.393,0.858,4,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4,Angry
MISSIO,Loner,Twisted,4TQcARE7Fd58akNhr3N7AE,0.577,0.789,2,-4.661,0.0427,0.00532,0.0105,0.214,0.149,97.52,222707,3,Angry
Ellise,Can You Keep a Secret?,911,6dusf13SeuKTa3dnxVmH3f,0.698,0.611,10,-6.754,0.0686,0.571,5.3e-06,0.0587,0.507,130.098,190000,4,Angry
Ellise,Can You Keep a Secret?,Nightmares,49AmZvID6vCq7xptGmk86n,0.705,0.441,11,-8.047,0.0445,0.279,0.00279,0.111,0.198,114.898,144000,4,Angry
Lizz Robinett,Hide and Seek,Hide and Seek,4ClnJdCaf6PLeLgStqb1e9,0.625,0.726,1,-2.144,0.031,0.335,0.0,0.273,0.559,119.994,138800,4,Angry
Melanie Martinez,Cry Baby (Deluxe Edition),"Tag, You're It",3u1FiuSpfsgVnekEMXgMwJ,0.559,0.835,5,-5.555,0.0424,0.24,0.019,0.185,0.382,114.908,189027,4,Angry
Lola Blanc,Angry Too,Angry Too,7pEGM6phhCcPXx0muMqFWW,0.551,0.742,8,-5.216,0.0724,0.0624,0.000221,0.0673,0.614,160.081,204089,4,Angry
Au/Ra,Panic Room,Panic Room,7uUahoeqGNRMbpdeiLj1rS,0.495,0.426,8,-9.434,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,237773,4,Angry
NEFFEX,Fight Back: The Collection,Fight Back,6KigD0mlF4VGDYiSEzAyYw,0.716,0.946,1,-3.412,0.261,0.094,6.63e-05,0.0825,0.587,139.943,200571,4,Angry
Halsey,BADLANDS (Deluxe),Control,3SKzTIl9mW0DadTys9SFo3,0.549,0.675,4,-5.637,0.0332,0.399,0.0,0.181,0.206,119.898,214762,4,Angry
Lilianna Wilde,Grind Me Down (Jawster Remix),Grind Me Down (Jawster Remix),5be34Nrfi4K5WupW5XEYCW,0.728,0.539,2,-5.157,0.0371,0.402,0.0,0.0991,0.483,95.986,200000,4,Angry
Imagine Dragons,Evolve,Believer,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,10,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4,Angry
Alec Benjamin,Mind Is A Prison,Mind Is A Prison,4GGSmoTmc5LClrowB4SmEw,0.637,0.661,5,-5.217,0.05,0.527,0.0,0.18,0.694,151.148,162034,4,Angry
Vicetone,Angels (Radio Edit),Angels - Radio Edit,4IBkR62QBXApyiI2rIRZzS,0.527,0.845,1,-3.721,0.121,0.0335,0.000127,0.144,0.554,128.023,214326,4,Angry
Benny,Little Game,Little Game,0ODyahnUlK9G5bT4dA5NCI,0.606,0.54,1,-5.485,0.0412,0.0754,0.0,0.11,0.296,129.934,238534,4,Angry
Lady Gaga,The Fame,Poker Face,5R8dQOPq8haW94K7mgERlO,0.851,0.806,4,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,4,Angry
Gabbie Hanna,Honestly (Encore),Honestly (Encore),5SpZ6mYcl4M1QLel4CiKsG,0.697,0.701,6,-5.046,0.488,0.343,0.00081,0.116,0.556,174.692,95000,4,Angry
Gabbie Hanna,Honestly,Honestly,6PtR1Kkf2pTUeoyCW395dg,0.664,0.543,1,-8.067,0.209,0.011,4.11e-05,0.078,0.468,159.888,175000,4,Angry
Sarah de Warren,HARLEY FVCKING QUINN,HARLEY FVCKING QUINN,22ER9pbQ4w470ZbuAOM5y8,0.629,0.962,9,-2.024,0.0534,0.131,7.12e-06,0.292,0.605,130.989,180458,4,Angry
Sub Urban,Thrill Seeker,Freak (feat. REI AMI),5jkbw3FDS3bSSb4oLKYbjf,0.619,0.45,7,-11.965,0.515,0.433,0.0,0.513,0.41,179.755,194000,4,Angry
Melanie Martinez,Cry Baby (Deluxe Edition),Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,0.568,0.692,8,-4.513,0.0589,0.0161,0.0,0.148,0.577,92.023,201520,4,Angry
KAROL G,"My Family (feat. Migos) [from ""The Addams Family""]","My Family - from ""The Addams Family""",62rchuhJrm5JSlIfHz7cH3,0.782,0.775,5,-4.49,0.0975,0.309,0.0,0.322,0.882,135.966,177353,4,Angry
Tungevaag,Russian Roulette,Russian Roulette,7au5GfpnyBltA6B2Eh0ekK,0.56,0.836,5,-4.022,0.0821,0.2,1.06e-06,0.314,0.38,127.643,199619,4,Angry
AJR,The Click,Drama,6iUlQohL4sfM80J4DHidy7,0.556,0.681,2,-4.237,0.142,0.219,0.0,0.117,0.663,156.137,204424,4,Angry
JT Music,All Five Nights,Join Us for a Bite,7CTWqCb7LpbwCYawPGg9MZ,0.594,0.748,1,-5.651,0.0369,0.0475,0.0,0.107,0.384,85.987,236512,4,Angry
Lewis Blissett,Killing Butterflies,Killing Butterflies,3R8PKPTPgHApBhCt3NUJ0q,0.592,0.783,6,-5.291,0.251,0.34,0.0216,0.0575,0.498,143.952,170000,4,Angry
Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",Miss Jackson (feat. LOLO),46Kcradxrva9Dny4lHU1b3,0.642,0.873,2,-5.821,0.0551,0.00394,0.0,0.175,0.662,82.002,192053,4,Angry
AViVA,DROWN,DROWN,223297CRwY5jcYWBsiC3pG,0.531,0.666,9,-6.967,0.0478,0.073,0.0,0.162,0.51,180.032,198991,4,Angry
Halsey,Nightmare,Nightmare,340UVheS8z3ncW9TTUhAbc,0.611,0.622,9,-5.075,0.0734,0.0188,0.0,0.359,0.538,146.11,231999,4,Angry
grandson,a modern tragedy vol. 2,Darkside,3JyvSSU0VnlMUsQckyEVfX,0.497,0.701,7,-6.834,0.119,0.000568,0.000287,0.352,0.18,76.918,229531,4,Angry
Pusher,Clear,Clear - Shawn Wasabi Remix,1AP7yzd4qSdKVcupPC827R,0.79,0.939,6,-1.802,0.0571,0.549,0.218,0.636,0.403,102.044,175266,4,Angry
Halsey,BADLANDS (Deluxe),Gasoline,2IO7yf562c1zLzpanal1DT,0.731,0.58,10,-7.328,0.0399,0.223,0.0,0.129,0.319,119.997,199593,4,Angry
NF,Mansion,Mansion,3nKRYKbGxhzv4BbwlLOcWU,0.446,0.84,10,-4.539,0.313,0.567,0.0,0.0967,0.433,150.686,323267,4,Angry
Billie Eilish,dont smile at me,COPYCAT,5w7wuzMzsDer96KqxafeRK,0.679,0.388,4,-10.977,0.0932,0.353,9.25e-05,0.341,0.234,124.909,194711,4,Angry
Unlike Pluto,Everything Black,Everything Black,3UEnF6y5tyHVtMzldS3svp,0.62,0.864,5,-4.334,0.114,0.0323,0.0,0.117,0.395,98.059,228980,4,Angry
Kesha,Cannibal (Expanded Edition),Cannibal,3JTMWdhcJPiegDSe7SvZS3,0.71,0.68,1,-4.676,0.106,0.0078,0.0165,0.0493,0.571,129.971,194253,4,Angry
TeZATalks,Chaos,STFD,6MyFzWJv92xEZV3xt3us2D,0.644,0.86,8,-3.966,0.0745,0.135,0.0,0.099,0.477,122.994,226341,4,Angry
Royal & the Serpent,Overwhelmed,overwhelmed,5jjZikDrEd0by1o7V3fO4y,0.804,0.323,0,-11.127,0.305,0.308,0.0,0.15,0.456,87.019,159293,4,Angry
Panic! At The Disco,Death of a Bachelor,House of Memories,2DgdHcjWmO3qd50RzuBLgZ,0.506,0.817,11,-5.051,0.0335,0.00272,0.0,0.0486,0.506,109.952,208707,4,Angry
Twenty One Pilots,Blurryface,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4,Angry
Sofia Karlberg,Crazy in Love - Single,Crazy in Love,7jOvEsDIjHRH0LwCkwZSHS,0.54,0.499,2,-8.73,0.0544,0.519,0.0,0.157,0.316,120.055,190250,4,Angry
Halestorm,ReAniMate: The CoVeRs eP,Bad Romance,0n3sHHfdOq6Awix3JPe3xl,0.545,0.927,1,-4.736,0.0706,0.0128,2.33e-06,0.367,0.682,124.061,248400,4,Angry
UPSAHL,Drugs,Drugs,06ioYJ99HHjzRk8HrGfkKS,0.883,0.415,6,-8.571,0.174,0.35,0.0,0.063,0.318,76.986,155867,4,Angry
NIVIRO,The Ghost,The Ghost,4OrydoE9u0gDlFiAnP4wQJ,0.608,0.866,4,-4.667,0.0589,0.0434,0.00312,0.408,0.263,128.008,187500,4,Angry
StayLoose,Sociopath,Sociopath,0xx5CXMss5CFv2GPkg97aC,0.611,0.562,1,-7.849,0.0874,0.0767,3.23e-06,0.118,0.318,74.994,204827,4,Angry
XYLØ,yes & no,yes & no,6UVZo6UKUZC1J2KPP3IIwQ,0.835,0.505,8,-5.834,0.168,0.286,0.00219,0.198,0.665,118.021,178983,4,Angry
Melanie Martinez,K-12,Class Fight,37pf8jSeCGlzgQPIfVHO6X,0.767,0.707,6,-8.444,0.0489,0.42,5.16e-05,0.298,0.772,92.015,161065,4,Angry
Macklemore & Ryan Lewis,The Heist,Can't Hold Us - feat. Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4,Angry
